,Cell Lines,Treatment,CIP2A,CIP2A,CIP2A,CIP2A,MDC1,ATR,WEE1,PKMYT1,PKMYT1,PKMYT1,PKMYT1,ETAA1,MYC,MYC,MYC,MYC,MYC
10,Y726F,UT,1.4384261212968845,1.7356077403709467,1.6558101944824968,1.2911095135359558,1.342973960102498,0.9525883462049382,-0.4385130648342814,1.0492716690122874,1.6998954210451003,1.490743540028775,0.8820217556865687,-0.5445739286538738,0.6564188258821169,1.3837708331193714,0.578944792593528,2.126091239133141,-0.4074317559578381
11,Y750F,E,-0.8751478692249605,-0.7428611342050762,-0.8025537409992426,-0.4865553732863622,-0.5427128940249385,-0.5898602730577952,-0.05197047089145461,-0.7351895393816326,-0.8984111984014393,-1.1579762786425154,0.3127920712821393,-0.6187163828460281,0.47582489752598994,-0.8754774513841004,-0.13803860234195406,-0.3413059844050601,-0.4025061638628978
12,Y750F,EA,-0.6926407031717803,-0.5138425600787889,-0.6908075597764124,-0.1651757006185011,-0.36465272787924,-0.531740857100016,0.3435009712483092,-0.581876256215581,-0.822558723404628,-0.9221361826027574,-0.6981228061563554,0.4381022279240745,-0.9068017443017105,-0.6642528153947472,-0.7429095778289612,-0.415283796488404,0.18382163589883535
13,Y750F,UT,1.4508841460933524,1.3623319149266775,0.4725608658069023,1.5311561624855434,1.254290058118241,0.783315130421998,-0.21447550807570803,1.0231919631751945,1.540037331458779,1.7100632698591725,1.5184618647171588,-1.6629352942239644,3.3018704963645855,1.0090116933531004,1.5360376251289058,0.3283021943950813,0.22496354186315673
14,Y821F,E,-0.6235508154226265,-0.762694952211622,-0.8419648849823668,-0.8801513038559781,-0.9084032101876419,-1.1232440161616162,-0.34509180169947223,-0.8185912032390649,-0.3404937411920559,-0.22573617819268554,-0.7907040709060631,-0.21381927010809798,-0.5001655574951689,-0.3599975263724534,-0.6957121348320332,-0.40829629084101743,-0.40743209589028334
15,Y821F,EA,-0.8872987892241196,-0.4388627712797012,-0.36877363963069787,-0.09588231199016398,-0.7462104465603964,-0.09459481968952622,1.997225701300434,-0.8514175017864837,-0.8495795475981177,-0.980064544043642,-1.143352376708727,3.015669416724873,-1.0335905067612052,-0.4729727355111475,-0.5709772892003496,-0.6506024729143486,0.32410636176798463
16,Y821F,UT,1.5355987147093313,1.926790385036356,1.1751290236720582,0.628780373019621,1.5714688643995487,1.0896897032214243,-0.1272789276839064,1.5873030150452834,0.7842978447850485,0.7875483757852293,1.477580722374926,-0.7729246558848233,0.06213051141189487,1.295920181438936,1.472800122478822,1.4069294652373103,-0.40743209184125995
17,Y634F,E,-1.2114594916432735,-0.6599190855515707,-0.606443165298426,-0.7525679771765424,-0.779953101911138,-0.5777395572226529,0.6745316404010351,-0.5627326423564385,-0.5934531444510713,-0.8497935159382579,-0.2718390617992152,-0.048416841832437364,0.3079410284805812,-0.5763556367560556,-1.182813918230653,0.6289187905680744,-0.40743209614853476
18,Y634F,EA,-0.48829143271381664,-0.7110148575423859,-0.23347008129742097,-0.5685714498354063,-0.6757695186536435,-0.22679453921559733,0.7975966795496767,-0.827070510247279,-0.33562070862624643,0.392925238595943,-0.9313141732450333,0.7533457027559867,-0.5327386087854805,-0.698434620726847,-0.8670827580921427,0.597135255705924,-0.40743209614853476
19,Y634F,UT,0.873747315499046,0.4467272867682499,2.0603867093878057,1.21542659672852,1.3252187167142548,0.5059002321832888,-0.5776500307374084,1.618094028640984,1.0057215638911492,0.06772944698935288,2.216319265980693,-1.3828304232745905,2.479692059009112,1.5210331144677154,1.1606495790645113,1.2498195676169812,-0.40743209614853476
20,Y643F,E,-0.5927244470890417,-0.8644085395815888,-1.079105677799494,-0.5693423711128532,-0.5980864823735407,1.0270020945004694,-0.40483855163440524,-0.9926635553468214,-0.7933723687817479,-0.20397450836277198,-0.7949573239280308,0.8194564760607038,-0.7680576880322697,-0.40377939409138164,-0.3057182817519081,-1.6733886756893683,-0.40743195464698445
21,Y643F,EA,-0.45704786541030357,-0.19046070820872432,-0.9545356702882583,-0.4094649034368777,-0.35175940555744833,-0.009749808843531181,1.5706308454456335,-0.6796358922066902,-0.9979815334972073,-0.8734560506615228,-1.0653426187541297,2.4700170964346055,-0.4653200333112373,-0.738649421646146,-0.5812026078287017,0.6606510409851071,0.30389005321314644
22,Y643F,UT,1.7634067355805503,0.5521678306071998,1.0619582772558995,1.8041949263194235,1.4837542694633499,1.2904234290193763,0.215078623181507,0.8160828741068016,1.8008435424760851,2.415989046689496,0.9582537494567032,-1.0928867432381055,0.21219266685857965,1.3592356171323565,1.4900261987360017,0.49707930327985494,-0.40743209614853476
23,Y698F,E,-0.36443838573144693,-1.0146582064527392,-0.7174222729556178,-0.2564047009068423,-0.8564975870554266,-0.8005917832607997,1.2841933952878934,-0.763597678208757,-0.8900719033093699,-0.6474029439084661,-0.9259922970387073,0.029239472747971586,-1.0335905067612052,-0.6812739276234131,-0.5686854939020873,-0.5935613488313679,-0.40743209614853476
24,Y698F,EA,-0.3404784171112641,-0.7396148971027373,0.08659136396522298,-0.1522424600048143,-0.6626607947656166,-0.24132717191110212,0.8843850840239033,-0.246254208022447,-0.680578630954088,-0.4333843798971831,-0.12340531026852586,0.19855734545625855,0.7857298640868129,-0.660871856428142,0.31142407906299385,-0.9723226182535782,-0.40743209614853476
25,Y698F,UT,2.0471889515838044,2.030366069263324,1.5141207487152797,1.0721844496931974,1.4127794533888567,1.3758964274350038,0.020429732488280075,1.2921134100365204,0.7925193199408075,0.7257494590352318,2.1382367620006266,0.193336752879424,-0.8461343305443071,1.299634583606376,0.9375631155126503,-0.6531154107251518,2.8074432804918947
26,WT,E,-1.1144027868335848,-1.0420467779540474,-1.4940075508079869,-1.1749084950760011,-1.1424231646586251,-0.7047875557128791,-2.96317805681152,-0.89616340896318,-0.7956156603691031,-1.1579762786425154,-1.0323440658140328,0.10413489702332417,-0.9828768626112905,-1.1540110869838498,-1.2177349610303245,-0.9190765431093618,-0.40743209614853476
27,WT,EA,-0.5547593408255743,-0.6787265400827813,-0.7693942465760717,-0.9568306156908242,-0.617964969771816,0.28329253227845025,-2.174536264267317,-0.3931632535086311,-0.5252943112953469,-0.45520687228178464,-0.8022956456213631,1.0903751119950715,-1.0335905067612052,-1.3487651797505666,-1.051507086300561,-0.6504742618015523,-0.40743209614853476
28,WT,UT,0.864983239915485,1.1290310705802835,0.8478927010222459,-0.11116147434059835,1.3716531400640966,2.557568966649248,-0.42932910668886104,1.8400594415081868,2.5363934048636185,0.05579862270925759,1.4637403927847155,-0.2839960818620815,0.25946066693493,1.5551373748693889,0.9177293071874256,-0.244596342022969,4.007875262042242
